deflag,g1_15_AQ,g1_25_AQ,g2_38_CL,g2_37_CL,g4_61_LF,g4_68_LF,g5_86_PE,g5_99_PE
0,1.890717593,-0.015592797,9.941915935,0.084145993,1.312433611,0.426095082,1.025344667,0.027737378
0,0.72574943,0.682207564,-0.464805178,0.032680448,1.033972473,0.080631332,1.032238301,0.065559556
0,NA,NA,NA,0.040677677,NA,0.472369807,NA,NA
0,2.441148412,-0.044535288,20.25418552,0.07808561,0.400500655,0.041845881,1.018940146,0.036407271
0,3.135003406,-0.020476781,13.29637112,0.082724372,1.281799757,0.032980055,1.030444621,0.104013
0,NA,NA,20.54422609,NA,0.993724846,NA,NA,0.078558238
0,0.726558244,0.732098102,8.869688256,0.003675519,0.785220827,0.035899098,0.995613749,0.043393255
0,NA,NA,NA,0.061741674,0.773392529,NA,NA,0.001977001
0,NA,NA,23.02477917,NA,0.713088742,NA,NA,0.064578137
0,NA,NA,NA,NA,1.133154651,-0.082869344,NA,0.008696147
0,-0.102741403,0.165330153,NA,NA,NA,0.271719157,0.994758347,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,4.003287354,-0.072580348,NA,NA,NA,0.416016972,1.007376845,NA
0,0.464109146,0.07110477,22.18139326,0.060947037,0.772429198,-0.042117699,1.006049196,-0.004805511
0,2.85023226,NA,15.01745326,0.152397285,0.835497632,NA,NA,0.192815334
0,4.537905231,-0.031674664,NA,NA,1.015470297,0.032868243,1.00454537,0.006501237
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,0.319958089,0.331501185,NA,0.082738005
0,NA,NA,17.09378482,NA,NA,0.547588863,NA,0.031594461
1,3.042076204,0.531721512,NA,NA,1.107084175,-0.004426737,0.989515843,-0.03147895
0,2.453381119,0.11691556,18.66559013,0.078565659,0.676144236,0.111395996,1.009058738,0.089149054
0,2.845811096,-0.138727699,15.45667329,0.119847524,0.927553873,0.271516854,1.045809641,0.343104658
0,NA,NA,10.97978471,0.04561913,NA,NA,1.01840327,0.108871407
0,NA,NA,NA,NA,NA,NA,NA,NA
0,3.743320268,0.119301657,NA,NA,NA,0.398158553,1.041938753,NA
0,NA,NA,27.40364311,NA,0.480455685,NA,NA,0.080685312
0,0.340487821,0.545198863,14.44694361,0.018704159,0.472093551,0.041246653,1.030424832,0.065629739
0,2.111647681,0.323023729,13.19225291,0.038106276,1.396294857,0.134603336,1.012010945,0.085144143
0,0.157938256,NA,NA,0.110442605,0.974525335,NA,NA,0.015534713
0,2.806648058,0.050229138,NA,NA,0.71109592,0.198340243,1.044010694,0.122920665
0,5.548421736,0.038908762,NA,NA,NA,0.175620018,1.036942975,NA
0,-2.205802902,0.489489742,2.372321162,0.036662145,0.80607882,0.127365435,1.021901972,0.032383679
0,-1.524186546,0.111484302,18.32915039,0.059974245,0.82804722,0.655808571,1.008422611,0.021601422
0,4.391658923,0.069040474,19.49046962,0.094302164,0.452707379,0.444475305,1.039410625,0.322601067
0,0.292000494,0.257061614,NA,NA,0.820687263,0.494987285,1.016339614,0.000916502
0,NA,NA,13.61234082,NA,0.925564705,NA,NA,0.183430008
0,0.623139013,0.41684396,6.009129854,0.050916619,1.015614641,0.35696963,1.008973523,-0.013479798
0,1.12877793,0.005444866,18.75149246,0.087251698,0.864654662,0.255497339,1.03604638,0.1071979
0,NA,NA,10.86152755,NA,0.461309326,NA,NA,0.075648588
0,2.967604553,0.150388255,25.70687107,0.084607818,1.399082481,0.218644355,1.040380794,0.007146495
0,NA,NA,NA,NA,NA,NA,NA,NA
0,0.055010214,NA,24.36319246,-0.004101803,0.306840125,NA,NA,-0.006078289
0,NA,NA,35.33822318,0.156545418,NA,NA,1.002562756,-0.004411679
0,NA,NA,21.61993769,0.105811324,NA,NA,1.01220737,0.000196565
0,-1.150689154,0.034047755,NA,NA,0.858403357,0.077655209,1.033350788,0.184342001
0,1.583803156,0.432514225,5.574228151,0.037434653,1.090482709,0.21559296,1.015850841,0.114958816
0,NA,NA,NA,NA,NA,NA,NA,NA
0,4.935620771,-0.07140102,24.47367111,0.169451246,1.455468094,0.075874513,1.03388505,0.201892159
0,2.126964328,NA,-2.704507598,0.03215936,NA,NA,NA,NA
0,NA,NA,11.89773994,NA,1.108479305,NA,NA,0.109184978
0,NA,NA,NA,0.027572539,NA,0.018767313,NA,0.098099123
0,1.860548718,0.607053467,15.36900095,0.064494844,1.062816736,0.157248583,0.979706907,0.065101073
0,3.278118285,0.128359968,17.32615634,0.108976595,0.668448776,0.186771834,1.039098685,0.111104978
0,3.631681845,-0.185409874,NA,NA,0.845675661,0.058682647,1.01438368,0.06585495
0,NA,NA,NA,NA,NA,NA,NA,NA
0,1.150492479,-0.001594899,20.69371929,0.021263348,1.125077624,0.104971955,0.990102874,0.002051956
0,NA,NA,12.50153085,NA,1.078252586,NA,NA,0.169856158
0,NA,NA,NA,NA,1.294874839,0.023019901,NA,0.002443852
0,3.427647784,0.289252367,15.24157315,0.046584995,0.476342195,0.122469399,1.024314462,0.110603792
0,2.739018825,0.493420516,13.49394525,0.051281181,1.103663227,0.233702165,1.002182435,0.037699425
0,NA,NA,5.193151842,NA,0.691980631,NA,NA,0.035971629
0,4.410202361,0.191359206,15.26540453,0.119179611,0.56979886,0.258953611,1.002689829,0.100675748
0,NA,NA,16.30387891,NA,1.471898555,NA,NA,0.054261855
0,5.652417663,-0.12892506,NA,NA,0.98239309,-0.150695176,1.021692879,0.082932694
0,NA,NA,28.2513432,NA,0.884392878,NA,NA,0.050778167
0,NA,NA,NA,0.026480083,NA,0.227975862,NA,0.045704049
0,3.525072078,0.236933501,13.30496962,0.05246152,1.21452765,0.225246441,1.010794168,0.056610732
0,NA,NA,NA,0.107687785,NA,0.042782468,1.020275627,0.084461928
0,NA,NA,17.2021127,0.038427658,NA,NA,1.027548529,0.074455061
0,6.1231501,NA,45.93853075,0.14524174,0.453174657,NA,NA,0.20556879
0,0.780994308,0.620332513,16.15534917,0.013082698,0.958736643,0.233753586,1.004287333,-0.024509116
0,0.224586838,0.367690503,20.53650465,0.01954531,0.458068304,0.362581676,1.037882927,0.079624541
1,6.197428944,NA,17.73172898,0.093115717,NA,NA,NA,NA
0,8.517192349,-0.064791792,6.997423517,0.039755737,1.456143746,0.275791265,1.021789322,0.178260551
0,0.79760209,0.444564761,10.60690623,0.029254664,0.77096172,0.126599735,1.006306147,-0.01171505
0,1.198749819,0.081142878,12.05164779,0.047648319,0.845301832,0.385186026,1.027151256,0.053886105
0,1.924148304,0.072903816,10.74369589,0.083741182,1.319623558,0.307104707,1.029398917,0.140286631
0,NA,NA,NA,0.071647707,NA,0.474163685,NA,NA
0,NA,NA,7.136203544,NA,1.111435408,NA,NA,0.066629639
0,0.677257031,0.245291522,18.20254289,0.005245694,0.396942787,0.182068557,1.00550772,0.106093189
0,-1.051821968,0.615251605,10.95708336,0.05093903,0.682462939,0.582359702,0.952445401,-0.073973636
0,NA,NA,NA,NA,NA,NA,NA,NA
0,0.337062085,0.256502738,18.90748163,0.117560071,0.777797013,0.26828351,1.038500798,0.00185087
0,NA,NA,14.95645515,NA,0.902353166,NA,NA,0.232175577
0,-0.03291754,0.3107837,25.41447534,0.071104446,0.536451477,-0.006497771,1.012434068,0.044485688
0,-1.498819075,0.591191385,16.56256945,0.014175758,0.399192263,0.075157372,1.011462088,-0.023631892
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,14.91475929,NA,1.066373706,NA,NA,0.063169119
0,NA,NA,NA,NA,NA,NA,NA,NA
0,1.489889113,0.259051946,24.97025144,0.084277412,0.718721917,0.039697146,1.003186646,0.032930282
0,NA,NA,NA,NA,1.230578841,0.080562166,NA,0.106546986
1,-0.591780306,NA,NA,0.008236695,0.711061529,NA,NA,0.027446796
0,NA,NA,35.65528626,NA,0.587427827,NA,NA,0.322490502
0,1.80213462,0.279163662,19.22440441,0.059801166,0.810103115,0.112196481,0.977247375,0.085936298
0,NA,NA,10.5379414,NA,0.933120951,NA,NA,0.023350669
0,1.593817777,0.506362909,24.82718805,0.097946238,1.048895651,0.462024352,0.994784971,0.018581399
0,NA,NA,7.719273372,NA,NA,0.114861269,NA,0.192129738
0,3.85686413,0.273974509,23.52654622,0.129723607,1.012154247,0.187169798,1.034360709,0.153272785
0,0.412176241,0.192274373,20.13449027,0.138728499,0.832502851,0.230884133,0.985435252,-0.037364663
0,0.870911309,0.442826678,14.80924363,0.048183475,0.884581627,0.411197764,1.002018447,-0.005818973
0,0.507540789,-0.076528517,-4.007240803,0.042961858,0.972929816,0.03245877,0.99321459,0.008694586
0,1.034738268,0.12502629,6.991609083,0.087789064,0.501882191,0.326637875,1.055529408,0.150159081
0,5.879762968,0.089735555,11.59588726,0.044940979,0.659617532,0.190398465,1.03479896,0.069019007
0,0.714256458,0.864903584,15.72893663,0.029484563,1.230086925,0.083518907,1.001739487,0.043300745
0,0.529276063,1.067383639,21.71831463,0.065844028,0.830381344,0.237982509,0.959727652,-0.031004481
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,18.51122125,NA,0.551024458,NA,NA,-0.007808247
0,1.588697005,0.209584995,14.70017267,0.123964766,0.780848847,0.302378667,1.033428129,0.085646918
0,4.253191218,-0.017140162,NA,NA,1.571121219,0.067576919,0.986297735,0.053905364
0,-0.017306828,0.306975644,26.13100557,0.060649827,0.249039414,0.428553789,0.985191845,-0.007981677
0,NA,NA,1.962708577,NA,1.11548427,NA,NA,0.121026656
1,2.899811584,-0.000604214,NA,NA,NA,0.07035208,1.009125318,NA
0,-2.027328748,0.374928171,24.88937575,0.049346448,1.25102301,0.073523527,0.975018637,-0.003860959
0,0.448231687,0.400435542,NA,NA,NA,0.010491141,1.024118372,NA
0,NA,NA,NA,NA,0.784647424,0.198607345,NA,0.084940816
0,0.410408076,0.621988049,12.85925606,0.030406634,1.20356958,0.113082139,1.015393902,0.054474916
0,NA,NA,20.77322585,NA,0.734403724,NA,NA,0.064941533
0,NA,NA,19.79770157,NA,0.467493818,NA,NA,0.091592783
0,-0.497387091,1.707202635,11.29073333,0.008588516,0.496463268,0.586038711,1.008940167,0.099889632
0,0.915389054,0.309216639,9.250081397,0.07915225,1.665645151,0.264955031,0.988395909,0.117918465
0,4.020280602,NA,11.42794071,0.097707292,1.014743395,NA,NA,0.285911592
0,-0.64840118,NA,13.19745748,0.095176546,NA,NA,NA,NA
0,NA,NA,21.9421124,NA,0.711843271,NA,NA,-0.10177496
0,2.274455162,0.000170198,NA,NA,1.605630522,0.056786494,1.024940705,0.174953875
0,NA,NA,4.41317895,0.051398173,NA,NA,1.014166909,-0.036581735
0,NA,NA,7.436945555,NA,1.354977299,NA,NA,0.076776738
1,NA,NA,NA,0.018955785,NA,0.39055323,NA,NA
0,-0.517601285,1.137326649,10.23831596,0.014144245,1.499334541,0.148747343,1.006083057,0.005356352
0,2.355091497,0.073157037,24.02255754,0.117395658,1.536541318,-0.062419266,1.036486147,0.105013874
0,1.331759986,0.491661141,11.82583207,0.022692908,0.452217062,-0.055082642,0.968582034,-0.06506233
0,NA,0.289696112,20.56299593,NA,1.483898677,NA,NA,NA
0,3.91776153,-0.033953226,18.21166199,0.133824999,0.954703467,0.260257762,1.026550179,0.105178502
0,0.001241491,0.466390366,18.39994911,0.159124291,0.669375878,0.295697066,1.01960483,0.086929203
0,4.309425354,0.399861953,NA,NA,0.656089821,-0.062731737,1.012633062,0.048915569
0,-0.130995756,-0.049147715,22.98941329,0.083127933,0.566180978,0.39423963,1.003991203,0.054144136
0,NA,NA,NA,NA,NA,NA,NA,NA
0,2.950322171,NA,12.75954776,0.073053051,0.959454893,NA,NA,0.038718414
0,NA,NA,18.30866595,NA,0.416055302,NA,NA,0.063830534
0,0.882640426,0.589297632,NA,NA,1.295232475,-0.004623959,0.996544715,0.0598944
0,NA,NA,20.16824477,0.092713717,NA,NA,1.026184396,0.146837275
0,0.875376343,0.348795267,NA,NA,0.644409212,0.458047103,1.018335574,0.111011575
0,-0.11205495,0.596740487,11.76336843,0.038516998,1.228363069,0.031374053,1.012522473,0.125461951
0,1.374057075,0.15911405,12.31218705,0.017166703,0.660994561,0.108893619,0.985810545,0.03607722
0,NA,NA,NA,0.106865418,NA,0.402559645,0.992882745,0.044661131
0,4.118283253,0.316591996,13.99305117,0.019862854,1.014842969,0.457377332,1.017748332,0.071681959
0,NA,NA,NA,0.132600541,NA,0.438439952,1.027442842,0.123711042
0,NA,NA,14.96868258,NA,0.601956115,NA,NA,0.152705399
0,NA,NA,NA,NA,0.954502051,0.153648282,NA,-0.027639818
0,9.929549675,NA,NA,0.105815684,1.258667886,NA,NA,0.079027533
0,NA,NA,24.52372508,NA,1.17564113,NA,NA,0.089145283
0,NA,NA,NA,0.237589142,NA,0.216657196,1.035459913,0.098840022
0,3.632277285,0.308985974,NA,NA,NA,0.24949987,1.036607647,NA
0,2.964798545,0.098117381,5.663918527,0.053003048,0.292983004,0.392950567,1.001755481,0.086226377
0,NA,NA,16.72531592,NA,0.724188437,NA,NA,0.221634723
0,2.128827943,-0.247392772,11.51528873,0.06198893,0.585527776,0.151801996,1.035445564,0.089976371
0,2.778567913,0.300977847,19.37965695,0.066904416,1.098687188,0.067440448,1.020563182,0.096442687
0,-0.533614943,0.627830598,NA,NA,0.941979952,0.160223526,1.013824301,0.02350635
0,2.004138481,NA,20.45939935,0.039872842,1.259391815,NA,NA,0.018297793
0,3.988011944,0.197433015,19.15806526,0.126378178,0.98212399,0.165848812,1.011254494,-0.006274155
0,NA,0.195586145,21.16147849,NA,0.894485709,NA,NA,NA
0,10.16274023,NA,NA,0.08197337,0.51125649,NA,NA,0.136706029
0,NA,NA,12.97699209,0.1463718,NA,NA,0.998343942,0.005500213
1,NA,NA,18.76545285,NA,0.559627345,NA,NA,0.079994223
0,2.835093002,0.030738916,11.918712,0.066388845,0.54918474,0.174641278,1.003099848,0.141003178
0,3.516132871,0.001006322,NA,NA,NA,-0.126710908,1.013114559,NA
0,NA,NA,15.52855045,NA,1.054810685,NA,NA,0.080966083
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,2.976421326,0.323859986,8.264724861,0.066998556,0.483609391,0.044407737,1.019579056,0.132606529
0,0.22534475,0.329722781,16.58346474,0.058521766,0.675176175,0.243679459,1.026881576,0.048424478
0,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,14.2202869,NA,0.910000064,NA,NA,-0.066551824
0,0.039473331,0.218977978,15.42372738,0.073262491,0.483010707,0.032342291,0.980499452,0.037851016
0,NA,NA,NA,NA,NA,NA,NA,NA
0,3.98542153,0.000897391,18.45907581,0.063433811,0.528598222,0.374690541,1.005450748,0.029978112
0,NA,NA,NA,0.141346384,0.728862782,NA,NA,0.016150705
0,0.812944715,-0.271949461,NA,NA,NA,0.252263331,0.98451891,NA
0,NA,NA,NA,0.01128586,0.797131344,NA,NA,0.078341284
0,NA,NA,20.93322264,NA,0.440500611,NA,NA,0.067677652
0,1.03628213,0.667256215,NA,NA,0.658435352,-0.064756663,1.023408093,0.041522905
0,1.618301741,0.234969253,12.83278188,0.043765387,0.276940001,0.163248083,0.99148636,0.02770338
0,NA,NA,29.51592957,NA,0.555958968,NA,NA,0.005542036
0,NA,-0.104255528,NA,0.096386349,NA,NA,NA,NA
0,-0.121967991,0.146188448,24.79063958,0.097186365,0.629019724,0.277112566,0.995022238,0.045406362
0,-0.115088717,0.555077837,10.85026071,0.014432147,0.524313661,0.332291724,0.98596521,-0.035171991
0,0.387626211,0.445774727,22.62763045,0.048509493,0.704790862,0.453926384,1.037798505,0.213137518
0,NA,NA,NA,0.039892713,0.891034766,NA,NA,0.058690017
0,-0.229863296,0.240557113,10.45911183,0.077708571,1.193417651,-0.052318598,0.995908355,-0.013016758
0,NA,NA,NA,NA,0.912214176,0.160699464,NA,0.125597943
0,2.064356623,-0.033577466,12.24976291,0.115697506,0.982614066,0.367338797,0.990558407,0.014902541
0,1.638402353,0.671427491,NA,NA,NA,0.402914629,0.998635621,NA
0,0.057781953,1.032574368,10.08589757,0.019326017,0.26468766,0.194186543,1.024220706,0.131923704
0,1.437438912,-0.154803765,20.90021915,0.1537167,1.027177205,-0.164443445,1.053845234,0.065281489
0,0.450359697,0.109085981,8.317775235,0.036775233,1.035141152,0.449321418,1.008088685,-0.054673477
0,2.84150878,-0.008624021,NA,NA,0.739776353,0.186358609,1.012844747,0.050297207
0,1.772359064,-0.105488899,38.1776423,0.122880867,0.191514938,0.141479378,1.025468429,0.07394533
0,2.829750604,-0.262017286,5.215674381,0.035855826,1.158276175,0.087705251,1.022480314,0.096268222
0,1.779245271,NA,NA,0.085135633,1.355299258,NA,NA,0.153757251
0,1.894080603,0.306683822,16.84338548,0.097967853,1.133330938,0.070186565,1.019137727,0.049222294
0,NA,NA,13.13546436,NA,0.9102532,NA,NA,0.091652674
0,NA,NA,NA,0.113012714,NA,0.020809927,1.041775284,0.211604598
0,1.479308128,0.003935327,6.233681183,0.071974894,0.734108131,0.113184494,1.020615346,0.110537134
0,1.767376178,0.286180576,16.37450036,0.132287472,0.752032179,0.188020874,1.004595959,0.011727975
0,0.367966581,NA,NA,0.039184912,1.08828309,NA,NA,0.077519001
0,NA,NA,28.33111956,NA,0.518575862,NA,NA,0.020416638
0,-0.338679924,0.097994726,24.75731362,0.059165471,0.404307383,-0.110275496,1.010037827,-0.019028726
0,3.175454486,0.162820921,13.24146467,0.125867937,1.12097594,0.1963107,1.022412618,0.073345046
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,20.45121628,0.161899561,NA,NA,0.997689043,0.084397779
0,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.774564235,0.45537585,7.155898291,0.070849232,0.852983798,0.539992461,1.026373627,0.078303214
0,0.7257955,0.783467087,9.54181229,0.002220866,0.810932101,0.265320417,1.010138614,0.10909521
0,7.765498985,0.132192256,15.65779852,0.088317082,0.297677591,0.086534067,1.03832345,0.044626611
0,NA,NA,1.891092271,NA,0.796748393,NA,NA,0.117516029
0,-0.245787673,0.407558052,28.58855612,0.071264632,0.922732991,0.364477618,0.985417679,0.093076922
0,-0.848506804,0.510473493,17.14656011,-0.012982721,0.914673587,0.342538386,1.008996138,0.031489203
0,NA,NA,NA,0.023579032,NA,-0.116290685,1.06066925,0.079704842
0,NA,NA,NA,0.042427843,NA,0.474771909,1.060015505,0.362881442
0,NA,0.26343716,NA,0.110781404,NA,NA,NA,NA
0,2.616305455,-0.127387709,11.80364108,0.02855472,0.858925416,0.233232824,1.019243854,0.071379912
0,2.195979367,NA,15.69413007,0.061008974,0.888164143,NA,NA,0.023277735
0,NA,NA,NA,0.05805816,NA,-0.034536408,1.008967977,-0.02200172
0,0.111027224,NA,NA,0.094764527,0.917464261,NA,NA,0.044003238
0,0.089013312,NA,NA,0.106849529,0.67222499,NA,NA,0.123026077
0,3.893472311,-0.040435113,9.585990464,0.012892794,0.956386485,0.130267784,1.018313651,0.148279844
0,NA,NA,1.847168404,0.049615956,NA,NA,1.011838572,0.142793381
0,-1.009179793,0.626519829,NA,NA,1.64385083,0.336210054,0.99613704,0.080838092
0,4.308395102,NA,NA,0.109771427,1.389641474,NA,NA,0.178745271
0,2.131861367,0.069041192,13.55251168,0.05249202,0.597637378,-0.094511911,1.030156895,0.030599776
0,NA,NA,22.32917683,NA,0.86898976,NA,NA,0.055667775
0,-0.372979795,0.567433081,12.92678894,0.049571201,1.281786317,0.275814528,0.99012431,0.042066931
0,9.210576369,0.130381264,13.42382238,0.138840009,1.378783399,0.080868277,1.029142071,0.0408189
0,1.054965619,NA,21.19814925,0.082001352,0.968544725,NA,NA,0.212506765
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,13.09308574,NA,0.374121119,NA,NA,0.121528226
0,NA,0.573943279,4.83055739,NA,0.810773177,NA,NA,NA
0,NA,NA,11.68591986,NA,0.817858454,NA,NA,0.120601748
0,NA,NA,NA,NA,NA,NA,NA,NA
0,4.352438682,NA,NA,0.067278,0.588344634,NA,NA,0.163478005
0,2.444266741,0.453594016,33.45773581,0.099646208,0.507616244,0.214661242,1.017681386,0.026646553
0,2.000823173,0.009920286,24.67054984,0.116104811,NA,0.313470851,NA,NA
0,NA,NA,NA,NA,0.466692365,0.413513048,NA,0.114399789
0,-0.328978197,0.168294383,22.39369112,0.054200399,0.386091412,0.314219453,0.990643164,-0.013138228
0,NA,NA,7.583787545,NA,0.938816978,NA,NA,-0.00322973
0,NA,NA,17.93747137,NA,0.698517626,NA,NA,0.140624921
0,0.602906594,1.491033781,17.77386749,0.07229459,0.278930735,0.672956464,1.024156734,0.081641061
0,0.745267165,0.017934645,17.45976756,0.078571212,0.723661685,0.168454488,0.998414523,0.065469397
0,2.603144546,0.243013925,18.43174796,0.078787398,1.446161193,0.518089086,0.998969095,0.047922141
0,NA,0.155452871,NA,0.041394723,NA,NA,NA,NA
0,NA,NA,6.969925175,0.064245121,NA,NA,1.02930998,0.100976399
0,0.845253605,-0.04544619,16.75174116,-0.007222892,0.53437742,0.42571711,0.997771172,0.007263969
0,NA,NA,21.6090314,NA,0.407601444,NA,NA,0.051819334
0,NA,NA,14.88831782,NA,1.113789698,NA,NA,0.178397011
0,1.901734531,NA,NA,0.003890761,0.640496309,NA,NA,0.054472924
0,-0.500421486,0.405800218,28.86571921,0.155332678,1.280881258,0.0623333,1.006133104,0.011316887
0,NA,NA,20.69382098,NA,0.49727184,NA,NA,0.091654909
0,1.837881191,0.588594022,NA,NA,NA,0.106939811,1.020721302,NA
0,NA,NA,12.13620157,NA,0.8030414,NA,NA,0.127641269
0,NA,NA,11.69896036,NA,0.531244268,NA,NA,0.062053354
0,1.729398947,-0.043489277,36.32201181,0.146113787,0.632731915,0.238756392,1.022063739,0.100579952
0,1.156938571,0.071994666,NA,NA,1.139194411,0.471282151,1.002872454,-0.03885127
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,18.37027407,NA,0.596774386,NA,NA,0.042502307
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,0.055847424,2.005376723,NA,NA,0.150313946
1,3.694626354,NA,12.49586724,0.131921243,NA,NA,NA,NA
1,NA,NA,NA,NA,0.971596608,0.215916816,NA,0.01681631
0,NA,NA,28.09775714,NA,0.80238373,NA,NA,0.049245721
0,NA,NA,15.09251843,NA,1.267096094,NA,NA,0.075353
0,2.248016734,0.311098216,37.61893227,0.136733611,0.987639371,0.390550221,1.023594931,0.163119873
0,-0.567715502,0.243229889,8.380431354,0.046958908,0.78093506,0.252503237,0.995817777,-0.006885911
0,NA,NA,NA,0.072528178,NA,0.613523793,1.012062221,0.037610606
0,6.207207106,-0.215191461,17.74170302,0.139141738,1.20342703,-0.003423726,1.025943304,0.105641033
0,NA,NA,15.77369496,NA,NA,0.082349933,NA,0.076785908
0,NA,NA,NA,NA,0.486777444,0.187678081,NA,0.043523455
0,NA,NA,6.069979326,0.04772226,NA,NA,1.003226849,0.130625452
0,1.635189584,0.164031478,18.05919813,0.091104661,1.269611325,0.010599587,0.987047997,-0.085158544
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,15.46611744,NA,1.007068751,NA,NA,0.126380522
0,NA,NA,NA,NA,1.822123482,0.279633625,NA,-0.031267835
0,NA,NA,20.78475552,NA,0.711580533,NA,NA,0.08616955
0,NA,NA,NA,0.185051554,NA,0.037570272,NA,NA
0,2.001624655,0.05778125,NA,NA,0.679817223,0.277249497,1.031900605,0.050852345
0,NA,NA,8.256584553,NA,0.688389849,NA,NA,0.021995642
0,NA,0.167231982,29.51450562,NA,1.084492586,NA,NA,NA
0,2.605290344,-0.056497738,8.342724813,-0.004530066,1.287138031,0.28559623,1.010585657,0.156052424
0,4.504872813,-0.239713941,15.00620231,0.05031827,0.728512908,0.551589454,1.024223642,0.19650129
0,NA,NA,NA,NA,NA,NA,NA,NA
0,1.736963246,0.051072798,24.58251185,0.149383732,0.583900351,0.245082074,1.006381569,0.112801374
0,NA,NA,NA,0.151970219,0.697641511,NA,NA,0.04766345
0,NA,NA,21.6388377,NA,0.330028694,NA,NA,0.090043439
0,-0.672474661,-0.048001377,14.35781267,0.070291816,0.923670604,0.216255869,1.011919411,0.012117394
0,1.281042485,0.197356322,0.78917212,0.028749214,1.0292673,0.066224637,0.971901062,0.017771807
0,1.312202128,NA,26.20285723,0.102554705,0.87100957,NA,NA,0.097380582
0,NA,0.628187203,NA,0.097707294,NA,NA,NA,NA
0,-0.257475013,0.203068396,9.183396085,0.123774487,1.112508886,0.135681705,1.006669121,0.093000002
0,NA,NA,46.22012465,NA,0.537689097,NA,NA,0.015278068
0,1.473170106,0.163378811,13.79414394,0.088495118,0.396093829,0.081947359,0.989798321,0.064428692
0,-1.643448705,0.306429975,6.554862184,0.073584183,0.720632841,0.18360483,1.012340881,0.029416666
0,1.957963659,0.086530899,27.68220023,0.092366203,0.56152263,0.244160158,1.040887873,0.007954746
0,NA,NA,13.12720949,NA,0.841782723,NA,NA,0.021865249
0,NA,NA,12.22008956,NA,1.109941724,NA,NA,0.094866469
0,NA,NA,12.5870007,NA,0.840308519,NA,NA,0.13724856
0,NA,NA,NA,NA,NA,NA,NA,NA
0,-0.532179538,0.283265743,14.18311414,0.022789503,0.529643188,0.205953133,1.02469066,0.111586191
0,0.249077189,0.213675636,18.799232,0.198045812,0.996372093,0.062622472,0.98871867,0.041628459
0,NA,NA,21.28291233,NA,1.266982675,NA,NA,0.057976227
0,NA,NA,24.42099801,NA,0.871465689,NA,NA,0.100565257
1,NA,NA,NA,0.104608513,NA,-0.098022991,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,5.211519356,0.187526161,13.37561155,0.045233364,0.920029,0.2014789,1.022641095,0.125616299
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,14.25152289,0.084439078,NA,NA,0.998499048,0.140408952
0,NA,NA,NA,0.046010084,NA,0.275873659,NA,-0.024657154
0,NA,NA,7.996471378,NA,0.952740071,NA,NA,0.146450521
0,3.58736134,-0.086733723,19.17910659,0.053983064,0.744926877,0.213139277,1.018359032,0.062735026
0,NA,NA,NA,0.137767393,NA,0.158525031,1.021576979,0.143235747
0,0.840590721,0.441010009,10.37656408,0.12279724,0.581902737,0.42723255,1.016462255,0.13908188
0,0.191272297,NA,NA,0.065624677,0.957190019,NA,NA,-0.057409535
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,27.45623438,NA,0.401809723,NA,NA,0.142252327
0,NA,NA,12.70463411,NA,0.501773857,NA,NA,0.029221454
0,NA,NA,31.51466584,NA,0.753292019,NA,NA,-0.001363473
0,1.743461098,1.063723674,11.02915717,0.074784658,1.023702825,0.078566299,0.991322761,0.022025168
0,NA,NA,NA,0.059224526,0.601156447,NA,NA,0.077493656
0,NA,NA,NA,NA,NA,NA,NA,NA
0,6.937444487,NA,25.7682722,0.182452066,1.076397703,NA,NA,0.045026434
0,NA,NA,30.51077611,NA,1.255867795,NA,NA,0.102882299
0,1.575211942,0.143580481,NA,NA,0.554810701,0.156165201,0.98196706,0.024128847
0,2.560488386,0.098185413,12.5758977,0.08561147,1.342263445,0.220480227,1.000440814,-0.024751686
0,-0.231537334,-0.024558068,22.62846033,0.099811692,0.822757818,0.120503814,1.030043718,0.076942439
0,5.903589025,0.093177112,NA,NA,0.856296057,0.063265809,0.981217589,-0.017151337
0,NA,NA,NA,0.099964688,NA,0.326221758,NA,NA
0,-0.909506407,NA,NA,0.267425432,0.526587923,NA,NA,-0.027315704
0,NA,NA,NA,0.264879705,NA,-0.016528989,1.014007486,0.011200512
0,-0.277959028,-0.239418068,41.73232236,0.122377494,0.761737501,0.474128897,1.027613221,0.058241147
