deflag,g1_15_AQ,g1_25_AQ,g2_38_CL,g2_37_CL,g4_61_LF,g4_68_LF,g5_86_PE,g5_99_PE
0,0.906819321,0.815446346,5.712734974,0.070878771,0.712962748,0.580572939,0.995411011,0.0397159
0,NA,0.129222548,19.28582443,NA,1.062736133,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
0,0.561996878,0.33870844,21.00452808,0.152669212,0.976906873,0.115859459,1.00136148,-0.066718199
0,0.05796754,0.374384629,5.959947831,0.052780376,NA,0.388101665,NA,NA
0,11.7973398,-0.104213446,36.24066824,0.107978253,0.358619777,0.405524289,1.039260967,0.163071067
0,NA,NA,11.23404346,NA,1.153699962,NA,NA,0.049235037
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,9.284163392,NA,NA,0.056488549,NA,0.201575795
0,0.82476208,0.428133834,23.54170425,0.100820971,0.297240746,0.788923937,1.052238078,0.036195243
0,NA,NA,23.40262752,NA,0.846721488,NA,NA,0.017414508
0,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,16.74270533,NA,0.943475706,NA,NA,0.006813649
0,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,0.026482509,NA,0.589202738,1.003755393,0.012810954
0,3.944835476,0.106872687,16.79966573,0.078111935,0.676083283,0.118275093,1.017617929,0.074864777
